t,zone,soc,reachable,num_reachable,req_de_all,min_de_any,n_expected,n_finite
31,308,20,1,1,5.0,5.0,1,1
31,308,25,1,1,5.0,5.0,1,1
31,308,30,1,1,5.0,5.0,1,1
31,308,35,1,1,5.0,5.0,1,1
31,308,40,1,1,5.0,5.0,1,1
31,308,45,1,1,5.0,5.0,1,1
31,308,50,1,1,5.0,5.0,1,1
31,308,55,1,1,5.0,5.0,1,1
31,308,60,1,1,5.0,5.0,1,1
31,308,65,1,1,5.0,5.0,1,1
31,308,70,1,1,5.0,5.0,1,1
31,308,75,1,1,5.0,5.0,1,1
31,308,80,1,1,5.0,5.0,1,1
31,308,85,1,1,5.0,5.0,1,1
31,308,90,1,1,5.0,5.0,1,1
31,308,95,1,1,5.0,5.0,1,1
31,308,100,1,1,5.0,5.0,1,1
31,317,0,0,0,15.0,15.0,1,1
31,317,5,0,0,15.0,15.0,1,1
31,317,10,0,0,15.0,15.0,1,1
31,317,15,1,1,15.0,15.0,1,1
31,317,20,1,1,15.0,15.0,1,1
31,317,25,1,1,15.0,15.0,1,1
31,317,30,1,1,15.0,15.0,1,1
31,317,35,1,1,15.0,15.0,1,1
31,317,40,1,1,15.0,15.0,1,1
31,317,45,1,1,15.0,15.0,1,1
31,317,50,1,1,15.0,15.0,1,1
31,317,55,1,1,15.0,15.0,1,1
31,317,60,1,1,15.0,15.0,1,1
31,317,65,1,1,15.0,15.0,1,1
31,317,70,1,1,15.0,15.0,1,1
31,317,75,1,1,15.0,15.0,1,1
31,317,80,1,1,15.0,15.0,1,1
31,317,85,1,1,15.0,15.0,1,1
31,317,90,1,1,15.0,15.0,1,1
31,317,95,1,1,15.0,15.0,1,1
31,317,100,1,1,15.0,15.0,1,1
32,308,0,0,0,5.0,5.0,1,1
32,308,5,1,1,5.0,5.0,1,1
32,308,10,1,1,5.0,5.0,1,1
32,308,15,1,1,5.0,5.0,1,1
32,308,20,1,1,5.0,5.0,1,1
32,308,25,1,1,5.0,5.0,1,1
32,308,30,1,1,5.0,5.0,1,1
32,308,35,1,1,5.0,5.0,1,1
32,308,40,1,1,5.0,5.0,1,1
32,308,45,1,1,5.0,5.0,1,1
32,308,50,1,1,5.0,5.0,1,1
32,308,55,1,1,5.0,5.0,1,1
32,308,60,1,1,5.0,5.0,1,1
32,308,65,1,1,5.0,5.0,1,1
32,308,70,1,1,5.0,5.0,1,1
32,308,75,1,1,5.0,5.0,1,1
32,308,80,1,1,5.0,5.0,1,1
32,308,85,1,1,5.0,5.0,1,1
32,308,90,1,1,5.0,5.0,1,1
32,308,95,1,1,5.0,5.0,1,1
32,308,100,1,1,5.0,5.0,1,1
32,317,0,0,0,15.0,15.0,1,1
32,317,5,0,0,15.0,15.0,1,1
32,317,10,0,0,15.0,15.0,1,1
32,317,15,1,1,15.0,15.0,1,1
32,317,20,1,1,15.0,15.0,1,1
32,317,25,1,1,15.0,15.0,1,1
32,317,30,1,1,15.0,15.0,1,1
32,317,35,1,1,15.0,15.0,1,1
32,317,40,1,1,15.0,15.0,1,1
32,317,45,1,1,15.0,15.0,1,1
32,317,50,1,1,15.0,15.0,1,1
32,317,55,1,1,15.0,15.0,1,1
32,317,60,1,1,15.0,15.0,1,1
32,317,65,1,1,15.0,15.0,1,1
32,317,70,1,1,15.0,15.0,1,1
32,317,75,1,1,15.0,15.0,1,1
32,317,80,1,1,15.0,15.0,1,1
32,317,85,1,1,15.0,15.0,1,1
32,317,90,1,1,15.0,15.0,1,1
32,317,95,1,1,15.0,15.0,1,1
32,317,100,1,1,15.0,15.0,1,1
33,308,0,0,0,5.0,5.0,1,1
33,308,5,1,1,5.0,5.0,1,1
33,308,10,1,1,5.0,5.0,1,1
33,308,15,1,1,5.0,5.0,1,1
33,308,20,1,1,5.0,5.0,1,1
33,308,25,1,1,5.0,5.0,1,1
33,308,30,1,1,5.0,5.0,1,1
33,308,35,1,1,5.0,5.0,1,1
33,308,40,1,1,5.0,5.0,1,1
33,308,45,1,1,5.0,5.0,1,1
33,308,50,1,1,5.0,5.0,1,1
33,308,55,1,1,5.0,5.0,1,1
33,308,60,1,1,5.0,5.0,1,1
33,308,65,1,1,5.0,5.0,1,1
33,308,70,1,1,5.0,5.0,1,1
33,308,75,1,1,5.0,5.0,1,1
33,308,80,1,1,5.0,5.0,1,1
33,308,85,1,1,5.0,5.0,1,1
33,308,90,1,1,5.0,5.0,1,1
33,308,95,1,1,5.0,5.0,1,1
33,308,100,1,1,5.0,5.0,1,1
33,317,0,0,0,15.0,15.0,1,1
33,317,5,0,0,15.0,15.0,1,1
33,317,10,0,0,15.0,15.0,1,1
33,317,15,1,1,15.0,15.0,1,1
33,317,20,1,1,15.0,15.0,1,1
33,317,25,1,1,15.0,15.0,1,1
33,317,30,1,1,15.0,15.0,1,1
33,317,35,1,1,15.0,15.0,1,1
33,317,40,1,1,15.0,15.0,1,1
33,317,45,1,1,15.0,15.0,1,1
33,317,50,1,1,15.0,15.0,1,1
33,317,55,1,1,15.0,15.0,1,1
33,317,60,1,1,15.0,15.0,1,1
33,317,65,1,1,15.0,15.0,1,1
33,317,70,1,1,15.0,15.0,1,1
33,317,75,1,1,15.0,15.0,1,1
33,317,80,1,1,15.0,15.0,1,1
33,317,85,1,1,15.0,15.0,1,1
33,317,90,1,1,15.0,15.0,1,1
33,317,95,1,1,15.0,15.0,1,1
33,317,100,1,1,15.0,15.0,1,1
34,308,0,0,0,5.0,5.0,1,1
34,308,5,1,1,5.0,5.0,1,1
34,308,10,1,1,5.0,5.0,1,1
34,308,15,1,1,5.0,5.0,1,1
34,308,20,1,1,5.0,5.0,1,1
34,308,25,1,1,5.0,5.0,1,1
34,308,30,1,1,5.0,5.0,1,1
34,308,35,1,1,5.0,5.0,1,1
34,308,40,1,1,5.0,5.0,1,1
34,308,45,1,1,5.0,5.0,1,1
34,308,50,1,1,5.0,5.0,1,1
34,308,55,1,1,5.0,5.0,1,1
34,308,60,1,1,5.0,5.0,1,1
34,308,65,1,1,5.0,5.0,1,1
34,308,70,1,1,5.0,5.0,1,1
34,308,75,1,1,5.0,5.0,1,1
34,308,80,1,1,5.0,5.0,1,1
34,308,85,1,1,5.0,5.0,1,1
34,308,90,1,1,5.0,5.0,1,1
34,308,95,1,1,5.0,5.0,1,1
34,308,100,1,1,5.0,5.0,1,1
34,317,0,0,0,15.0,15.0,1,1
34,317,5,0,0,15.0,15.0,1,1
34,317,10,0,0,15.0,15.0,1,1
34,317,15,1,1,15.0,15.0,1,1
34,317,20,1,1,15.0,15.0,1,1
34,317,25,1,1,15.0,15.0,1,1
34,317,30,1,1,15.0,15.0,1,1
34,317,35,1,1,15.0,15.0,1,1
34,317,40,1,1,15.0,15.0,1,1
34,317,45,1,1,15.0,15.0,1,1
34,317,50,1,1,15.0,15.0,1,1
34,317,55,1,1,15.0,15.0,1,1
34,317,60,1,1,15.0,15.0,1,1
34,317,65,1,1,15.0,15.0,1,1
34,317,70,1,1,15.0,15.0,1,1
34,317,75,1,1,15.0,15.0,1,1
34,317,80,1,1,15.0,15.0,1,1
34,317,85,1,1,15.0,15.0,1,1
34,317,90,1,1,15.0,15.0,1,1
34,317,95,1,1,15.0,15.0,1,1
34,317,100,1,1,15.0,15.0,1,1
35,308,0,0,0,5.0,5.0,1,1
35,308,5,1,1,5.0,5.0,1,1
35,308,10,1,1,5.0,5.0,1,1
35,308,15,1,1,5.0,5.0,1,1
35,308,20,1,1,5.0,5.0,1,1
35,308,25,1,1,5.0,5.0,1,1
35,308,30,1,1,5.0,5.0,1,1
35,308,35,1,1,5.0,5.0,1,1
35,308,40,1,1,5.0,5.0,1,1
35,308,45,1,1,5.0,5.0,1,1
35,308,50,1,1,5.0,5.0,1,1
35,308,55,1,1,5.0,5.0,1,1
35,308,60,1,1,5.0,5.0,1,1
35,308,65,1,1,5.0,5.0,1,1
35,308,70,1,1,5.0,5.0,1,1
35,308,75,1,1,5.0,5.0,1,1
35,308,80,1,1,5.0,5.0,1,1
35,308,85,1,1,5.0,5.0,1,1
35,308,90,1,1,5.0,5.0,1,1
35,308,95,1,1,5.0,5.0,1,1
35,308,100,1,1,5.0,5.0,1,1
35,317,0,0,0,15.0,15.0,1,1
35,317,5,0,0,15.0,15.0,1,1
35,317,10,0,0,15.0,15.0,1,1
35,317,15,1,1,15.0,15.0,1,1
35,317,20,1,1,15.0,15.0,1,1
35,317,25,1,1,15.0,15.0,1,1
35,317,30,1,1,15.0,15.0,1,1
35,317,35,1,1,15.0,15.0,1,1
35,317,40,1,1,15.0,15.0,1,1
35,317,45,1,1,15.0,15.0,1,1
35,317,50,1,1,15.0,15.0,1,1
35,317,55,1,1,15.0,15.0,1,1
35,317,60,1,1,15.0,15.0,1,1
35,317,65,1,1,15.0,15.0,1,1
35,317,70,1,1,15.0,15.0,1,1
35,317,75,1,1,15.0,15.0,1,1
35,317,80,1,1,15.0,15.0,1,1
35,317,85,1,1,15.0,15.0,1,1
35,317,90,1,1,15.0,15.0,1,1
35,317,95,1,1,15.0,15.0,1,1
35,317,100,1,1,15.0,15.0,1,1
36,308,0,0,0,5.0,5.0,1,1
36,308,5,1,1,5.0,5.0,1,1
36,308,10,1,1,5.0,5.0,1,1
36,308,15,1,1,5.0,5.0,1,1
36,308,20,1,1,5.0,5.0,1,1
36,308,25,1,1,5.0,5.0,1,1
36,308,30,1,1,5.0,5.0,1,1
36,308,35,1,1,5.0,5.0,1,1
36,308,40,1,1,5.0,5.0,1,1
36,308,45,1,1,5.0,5.0,1,1
36,308,50,1,1,5.0,5.0,1,1
36,308,55,1,1,5.0,5.0,1,1
36,308,60,1,1,5.0,5.0,1,1
36,308,65,1,1,5.0,5.0,1,1
36,308,70,1,1,5.0,5.0,1,1
36,308,75,1,1,5.0,5.0,1,1
36,308,80,1,1,5.0,5.0,1,1
36,308,85,1,1,5.0,5.0,1,1
36,308,90,1,1,5.0,5.0,1,1
36,308,95,1,1,5.0,5.0,1,1
36,308,100,1,1,5.0,5.0,1,1
36,317,0,0,0,15.0,15.0,1,1
36,317,5,0,0,15.0,15.0,1,1
36,317,10,0,0,15.0,15.0,1,1
36,317,15,1,1,15.0,15.0,1,1
36,317,20,1,1,15.0,15.0,1,1
36,317,25,1,1,15.0,15.0,1,1
36,317,30,1,1,15.0,15.0,1,1
36,317,35,1,1,15.0,15.0,1,1
36,317,40,1,1,15.0,15.0,1,1
36,317,45,1,1,15.0,15.0,1,1
36,317,50,1,1,15.0,15.0,1,1
36,317,55,1,1,15.0,15.0,1,1
36,317,60,1,1,15.0,15.0,1,1
36,317,65,1,1,15.0,15.0,1,1
36,317,70,1,1,15.0,15.0,1,1
36,317,75,1,1,15.0,15.0,1,1
36,317,80,1,1,15.0,15.0,1,1
36,317,85,1,1,15.0,15.0,1,1
36,317,90,1,1,15.0,15.0,1,1
36,317,95,1,1,15.0,15.0,1,1
36,317,100,1,1,15.0,15.0,1,1
37,308,0,0,0,5.0,5.0,1,1
37,308,5,1,1,5.0,5.0,1,1
37,308,10,1,1,5.0,5.0,1,1
37,308,15,1,1,5.0,5.0,1,1
37,308,20,1,1,5.0,5.0,1,1
37,308,25,1,1,5.0,5.0,1,1
37,308,30,1,1,5.0,5.0,1,1
37,308,35,1,1,5.0,5.0,1,1
37,308,40,1,1,5.0,5.0,1,1
37,308,45,1,1,5.0,5.0,1,1
37,308,50,1,1,5.0,5.0,1,1
37,308,55,1,1,5.0,5.0,1,1
37,308,60,1,1,5.0,5.0,1,1
37,308,65,1,1,5.0,5.0,1,1
37,308,70,1,1,5.0,5.0,1,1
37,308,75,1,1,5.0,5.0,1,1
37,308,80,1,1,5.0,5.0,1,1
37,308,85,1,1,5.0,5.0,1,1
37,308,90,1,1,5.0,5.0,1,1
37,308,95,1,1,5.0,5.0,1,1
37,308,100,1,1,5.0,5.0,1,1
37,317,0,0,0,15.0,15.0,1,1
37,317,5,0,0,15.0,15.0,1,1
37,317,10,0,0,15.0,15.0,1,1
37,317,15,1,1,15.0,15.0,1,1
37,317,20,1,1,15.0,15.0,1,1
37,317,25,1,1,15.0,15.0,1,1
37,317,30,1,1,15.0,15.0,1,1
37,317,35,1,1,15.0,15.0,1,1
37,317,40,1,1,15.0,15.0,1,1
37,317,45,1,1,15.0,15.0,1,1
37,317,50,1,1,15.0,15.0,1,1
37,317,55,1,1,15.0,15.0,1,1
37,317,60,1,1,15.0,15.0,1,1
37,317,65,1,1,15.0,15.0,1,1
37,317,70,1,1,15.0,15.0,1,1
37,317,75,1,1,15.0,15.0,1,1
37,317,80,1,1,15.0,15.0,1,1
37,317,85,1,1,15.0,15.0,1,1
37,317,90,1,1,15.0,15.0,1,1
37,317,95,1,1,15.0,15.0,1,1
37,317,100,1,1,15.0,15.0,1,1
38,308,0,0,0,5.0,5.0,1,1
38,308,5,1,1,5.0,5.0,1,1
38,308,10,1,1,5.0,5.0,1,1
38,308,15,1,1,5.0,5.0,1,1
38,308,20,1,1,5.0,5.0,1,1
38,308,25,1,1,5.0,5.0,1,1
38,308,30,1,1,5.0,5.0,1,1
38,308,35,1,1,5.0,5.0,1,1
38,308,40,1,1,5.0,5.0,1,1
38,308,45,1,1,5.0,5.0,1,1
38,308,50,1,1,5.0,5.0,1,1
38,308,55,1,1,5.0,5.0,1,1
38,308,60,1,1,5.0,5.0,1,1
38,308,65,1,1,5.0,5.0,1,1
38,308,70,1,1,5.0,5.0,1,1
38,308,75,1,1,5.0,5.0,1,1
38,308,80,1,1,5.0,5.0,1,1
38,308,85,1,1,5.0,5.0,1,1
38,308,90,1,1,5.0,5.0,1,1
38,308,95,1,1,5.0,5.0,1,1
38,308,100,1,1,5.0,5.0,1,1
38,317,0,0,0,15.0,15.0,1,1
38,317,5,0,0,15.0,15.0,1,1
38,317,10,0,0,15.0,15.0,1,1
38,317,15,1,1,15.0,15.0,1,1
38,317,20,1,1,15.0,15.0,1,1
38,317,25,1,1,15.0,15.0,1,1
38,317,30,1,1,15.0,15.0,1,1
38,317,35,1,1,15.0,15.0,1,1
38,317,40,1,1,15.0,15.0,1,1
38,317,45,1,1,15.0,15.0,1,1
38,317,50,1,1,15.0,15.0,1,1
38,317,55,1,1,15.0,15.0,1,1
38,317,60,1,1,15.0,15.0,1,1
38,317,65,1,1,15.0,15.0,1,1
38,317,70,1,1,15.0,15.0,1,1
38,317,75,1,1,15.0,15.0,1,1
38,317,80,1,1,15.0,15.0,1,1
38,317,85,1,1,15.0,15.0,1,1
38,317,90,1,1,15.0,15.0,1,1
38,317,95,1,1,15.0,15.0,1,1
38,317,100,1,1,15.0,15.0,1,1
39,308,0,0,0,5.0,5.0,1,1
39,308,5,1,1,5.0,5.0,1,1
39,308,10,1,1,5.0,5.0,1,1
39,308,15,1,1,5.0,5.0,1,1
39,308,20,1,1,5.0,5.0,1,1
39,308,25,1,1,5.0,5.0,1,1
39,308,30,1,1,5.0,5.0,1,1
39,308,35,1,1,5.0,5.0,1,1
39,308,40,1,1,5.0,5.0,1,1
39,308,45,1,1,5.0,5.0,1,1
39,308,50,1,1,5.0,5.0,1,1
39,308,55,1,1,5.0,5.0,1,1
39,308,60,1,1,5.0,5.0,1,1
39,308,65,1,1,5.0,5.0,1,1
39,308,70,1,1,5.0,5.0,1,1
39,308,75,1,1,5.0,5.0,1,1
39,308,80,1,1,5.0,5.0,1,1
39,308,85,1,1,5.0,5.0,1,1
39,308,90,1,1,5.0,5.0,1,1
39,308,95,1,1,5.0,5.0,1,1
39,308,100,1,1,5.0,5.0,1,1
39,317,0,0,0,15.0,15.0,1,1
39,317,5,0,0,15.0,15.0,1,1
39,317,10,0,0,15.0,15.0,1,1
39,317,15,1,1,15.0,15.0,1,1
39,317,20,1,1,15.0,15.0,1,1
39,317,25,1,1,15.0,15.0,1,1
39,317,30,1,1,15.0,15.0,1,1
39,317,35,1,1,15.0,15.0,1,1
39,317,40,1,1,15.0,15.0,1,1
39,317,45,1,1,15.0,15.0,1,1
39,317,50,1,1,15.0,15.0,1,1
39,317,55,1,1,15.0,15.0,1,1
39,317,60,1,1,15.0,15.0,1,1
39,317,65,1,1,15.0,15.0,1,1
39,317,70,1,1,15.0,15.0,1,1
39,317,75,1,1,15.0,15.0,1,1
39,317,80,1,1,15.0,15.0,1,1
39,317,85,1,1,15.0,15.0,1,1
39,317,90,1,1,15.0,15.0,1,1
39,317,95,1,1,15.0,15.0,1,1
39,317,100,1,1,15.0,15.0,1,1
40,308,0,0,0,5.0,5.0,1,1
40,308,5,1,1,5.0,5.0,1,1
40,308,10,1,1,5.0,5.0,1,1
40,308,15,1,1,5.0,5.0,1,1
40,308,20,1,1,5.0,5.0,1,1
40,308,25,1,1,5.0,5.0,1,1
40,308,30,1,1,5.0,5.0,1,1
40,308,35,1,1,5.0,5.0,1,1
40,308,40,1,1,5.0,5.0,1,1
40,308,45,1,1,5.0,5.0,1,1
40,308,50,1,1,5.0,5.0,1,1
40,308,55,1,1,5.0,5.0,1,1
40,308,60,1,1,5.0,5.0,1,1
40,308,65,1,1,5.0,5.0,1,1
40,308,70,1,1,5.0,5.0,1,1
40,308,75,1,1,5.0,5.0,1,1
40,308,80,1,1,5.0,5.0,1,1
40,308,85,1,1,5.0,5.0,1,1
40,308,90,1,1,5.0,5.0,1,1
40,308,95,1,1,5.0,5.0,1,1
40,308,100,1,1,5.0,5.0,1,1
40,317,0,0,0,20.0,20.0,1,1
40,317,5,0,0,20.0,20.0,1,1
40,317,10,0,0,20.0,20.0,1,1
40,317,15,0,0,20.0,20.0,1,1
40,317,20,1,1,20.0,20.0,1,1
40,317,25,1,1,20.0,20.0,1,1
40,317,30,1,1,20.0,20.0,1,1
40,317,35,1,1,20.0,20.0,1,1
40,317,40,1,1,20.0,20.0,1,1
40,317,45,1,1,20.0,20.0,1,1
40,317,50,1,1,20.0,20.0,1,1
40,317,55,1,1,20.0,20.0,1,1
40,317,60,1,1,20.0,20.0,1,1
40,317,65,1,1,20.0,20.0,1,1
40,317,70,1,1,20.0,20.0,1,1
40,317,75,1,1,20.0,20.0,1,1
40,317,80,1,1,20.0,20.0,1,1
40,317,85,1,1,20.0,20.0,1,1
40,317,90,1,1,20.0,20.0,1,1
40,317,95,1,1,20.0,20.0,1,1
40,317,100,1,1,20.0,20.0,1,1
41,308,0,0,0,5.0,5.0,1,1
41,308,5,1,1,5.0,5.0,1,1
41,308,10,1,1,5.0,5.0,1,1
41,308,15,1,1,5.0,5.0,1,1
41,308,20,1,1,5.0,5.0,1,1
41,308,25,1,1,5.0,5.0,1,1
41,308,30,1,1,5.0,5.0,1,1
41,308,35,1,1,5.0,5.0,1,1
41,308,40,1,1,5.0,5.0,1,1
41,308,45,1,1,5.0,5.0,1,1
41,308,50,1,1,5.0,5.0,1,1
41,308,55,1,1,5.0,5.0,1,1
41,308,60,1,1,5.0,5.0,1,1
41,308,65,1,1,5.0,5.0,1,1
41,308,70,1,1,5.0,5.0,1,1
41,308,75,1,1,5.0,5.0,1,1
41,308,80,1,1,5.0,5.0,1,1
41,308,85,1,1,5.0,5.0,1,1
41,308,90,1,1,5.0,5.0,1,1
41,308,95,1,1,5.0,5.0,1,1
41,308,100,1,1,5.0,5.0,1,1
41,317,0,0,0,15.0,15.0,1,1
41,317,5,0,0,15.0,15.0,1,1
41,317,10,0,0,15.0,15.0,1,1
41,317,15,1,1,15.0,15.0,1,1
41,317,20,1,1,15.0,15.0,1,1
41,317,25,1,1,15.0,15.0,1,1
41,317,30,1,1,15.0,15.0,1,1
41,317,35,1,1,15.0,15.0,1,1
41,317,40,1,1,15.0,15.0,1,1
41,317,45,1,1,15.0,15.0,1,1
41,317,50,1,1,15.0,15.0,1,1
41,317,55,1,1,15.0,15.0,1,1
41,317,60,1,1,15.0,15.0,1,1
41,317,65,1,1,15.0,15.0,1,1
41,317,70,1,1,15.0,15.0,1,1
41,317,75,1,1,15.0,15.0,1,1
41,317,80,1,1,15.0,15.0,1,1
41,317,85,1,1,15.0,15.0,1,1
41,317,90,1,1,15.0,15.0,1,1
41,317,95,1,1,15.0,15.0,1,1
41,317,100,1,1,15.0,15.0,1,1
42,308,0,0,0,5.0,5.0,1,1
42,308,5,1,1,5.0,5.0,1,1
42,308,10,1,1,5.0,5.0,1,1
42,308,15,1,1,5.0,5.0,1,1
42,308,20,1,1,5.0,5.0,1,1
42,308,25,1,1,5.0,5.0,1,1
42,308,30,1,1,5.0,5.0,1,1
42,308,35,1,1,5.0,5.0,1,1
42,308,40,1,1,5.0,5.0,1,1
42,308,45,1,1,5.0,5.0,1,1
42,308,50,1,1,5.0,5.0,1,1
42,308,55,1,1,5.0,5.0,1,1
42,308,60,1,1,5.0,5.0,1,1
42,308,65,1,1,5.0,5.0,1,1
42,308,70,1,1,5.0,5.0,1,1
42,308,75,1,1,5.0,5.0,1,1
42,308,80,1,1,5.0,5.0,1,1
42,308,85,1,1,5.0,5.0,1,1
42,308,90,1,1,5.0,5.0,1,1
42,308,95,1,1,5.0,5.0,1,1
42,308,100,1,1,5.0,5.0,1,1
42,317,0,0,0,20.0,20.0,1,1
42,317,5,0,0,20.0,20.0,1,1
42,317,10,0,0,20.0,20.0,1,1
42,317,15,0,0,20.0,20.0,1,1
42,317,20,1,1,20.0,20.0,1,1
42,317,25,1,1,20.0,20.0,1,1
42,317,30,1,1,20.0,20.0,1,1
42,317,35,1,1,20.0,20.0,1,1
42,317,40,1,1,20.0,20.0,1,1
42,317,45,1,1,20.0,20.0,1,1
42,317,50,1,1,20.0,20.0,1,1
42,317,55,1,1,20.0,20.0,1,1
42,317,60,1,1,20.0,20.0,1,1
42,317,65,1,1,20.0,20.0,1,1
42,317,70,1,1,20.0,20.0,1,1
42,317,75,1,1,20.0,20.0,1,1
42,317,80,1,1,20.0,20.0,1,1
42,317,85,1,1,20.0,20.0,1,1
42,317,90,1,1,20.0,20.0,1,1
42,317,95,1,1,20.0,20.0,1,1
42,317,100,1,1,20.0,20.0,1,1
43,308,0,0,0,5.0,5.0,1,1
43,308,5,1,1,5.0,5.0,1,1
43,308,10,1,1,5.0,5.0,1,1
43,308,15,1,1,5.0,5.0,1,1
43,308,20,1,1,5.0,5.0,1,1
43,308,25,1,1,5.0,5.0,1,1
43,308,30,1,1,5.0,5.0,1,1
43,308,35,1,1,5.0,5.0,1,1
43,308,40,1,1,5.0,5.0,1,1
43,308,45,1,1,5.0,5.0,1,1
43,308,50,1,1,5.0,5.0,1,1
43,308,55,1,1,5.0,5.0,1,1
43,308,60,1,1,5.0,5.0,1,1
43,308,65,1,1,5.0,5.0,1,1
43,308,70,1,1,5.0,5.0,1,1
43,308,75,1,1,5.0,5.0,1,1
43,308,80,1,1,5.0,5.0,1,1
43,308,85,1,1,5.0,5.0,1,1
43,308,90,1,1,5.0,5.0,1,1
43,308,95,1,1,5.0,5.0,1,1
43,308,100,1,1,5.0,5.0,1,1
43,317,0,0,0,20.0,20.0,1,1
43,317,5,0,0,20.0,20.0,1,1
43,317,10,0,0,20.0,20.0,1,1
43,317,15,0,0,20.0,20.0,1,1
43,317,20,1,1,20.0,20.0,1,1
43,317,25,1,1,20.0,20.0,1,1
43,317,30,1,1,20.0,20.0,1,1
43,317,35,1,1,20.0,20.0,1,1
43,317,40,1,1,20.0,20.0,1,1
43,317,45,1,1,20.0,20.0,1,1
43,317,50,1,1,20.0,20.0,1,1
43,317,55,1,1,20.0,20.0,1,1
43,317,60,1,1,20.0,20.0,1,1
43,317,65,1,1,20.0,20.0,1,1
43,317,70,1,1,20.0,20.0,1,1
43,317,75,1,1,20.0,20.0,1,1
43,317,80,1,1,20.0,20.0,1,1
43,317,85,1,1,20.0,20.0,1,1
43,317,90,1,1,20.0,20.0,1,1
43,317,95,1,1,20.0,20.0,1,1
43,317,100,1,1,20.0,20.0,1,1
44,308,0,0,0,5.0,5.0,1,1
44,308,5,1,1,5.0,5.0,1,1
44,308,10,1,1,5.0,5.0,1,1
44,308,15,1,1,5.0,5.0,1,1
44,308,20,1,1,5.0,5.0,1,1
44,308,25,1,1,5.0,5.0,1,1
44,308,30,1,1,5.0,5.0,1,1
44,308,35,1,1,5.0,5.0,1,1
44,308,40,1,1,5.0,5.0,1,1
44,308,45,1,1,5.0,5.0,1,1
44,308,50,1,1,5.0,5.0,1,1
44,308,55,1,1,5.0,5.0,1,1
44,308,60,1,1,5.0,5.0,1,1
44,308,65,1,1,5.0,5.0,1,1
44,308,70,1,1,5.0,5.0,1,1
44,308,75,1,1,5.0,5.0,1,1
44,308,80,1,1,5.0,5.0,1,1
44,308,85,1,1,5.0,5.0,1,1
44,308,90,1,1,5.0,5.0,1,1
44,308,95,1,1,5.0,5.0,1,1
44,308,100,1,1,5.0,5.0,1,1
44,317,0,0,0,15.0,15.0,1,1
44,317,5,0,0,15.0,15.0,1,1
44,317,10,0,0,15.0,15.0,1,1
44,317,15,1,1,15.0,15.0,1,1
44,317,20,1,1,15.0,15.0,1,1
44,317,25,1,1,15.0,15.0,1,1
44,317,30,1,1,15.0,15.0,1,1
44,317,35,1,1,15.0,15.0,1,1
44,317,40,1,1,15.0,15.0,1,1
44,317,45,1,1,15.0,15.0,1,1
44,317,50,1,1,15.0,15.0,1,1
44,317,55,1,1,15.0,15.0,1,1
44,317,60,1,1,15.0,15.0,1,1
44,317,65,1,1,15.0,15.0,1,1
44,317,70,1,1,15.0,15.0,1,1
44,317,75,1,1,15.0,15.0,1,1
44,317,80,1,1,15.0,15.0,1,1
44,317,85,1,1,15.0,15.0,1,1
44,317,90,1,1,15.0,15.0,1,1
44,317,95,1,1,15.0,15.0,1,1
44,317,100,1,1,15.0,15.0,1,1
45,308,0,0,0,5.0,5.0,1,1
45,308,5,1,1,5.0,5.0,1,1
45,308,10,1,1,5.0,5.0,1,1
45,308,15,1,1,5.0,5.0,1,1
45,308,20,1,1,5.0,5.0,1,1
45,308,25,1,1,5.0,5.0,1,1
45,308,30,1,1,5.0,5.0,1,1
45,308,35,1,1,5.0,5.0,1,1
45,308,40,1,1,5.0,5.0,1,1
45,308,45,1,1,5.0,5.0,1,1
45,308,50,1,1,5.0,5.0,1,1
45,308,55,1,1,5.0,5.0,1,1
45,308,60,1,1,5.0,5.0,1,1
45,308,65,1,1,5.0,5.0,1,1
45,308,70,1,1,5.0,5.0,1,1
45,308,75,1,1,5.0,5.0,1,1
45,308,80,1,1,5.0,5.0,1,1
45,308,85,1,1,5.0,5.0,1,1
45,308,90,1,1,5.0,5.0,1,1
45,308,95,1,1,5.0,5.0,1,1
45,308,100,1,1,5.0,5.0,1,1
45,317,0,0,0,15.0,15.0,1,1
45,317,5,0,0,15.0,15.0,1,1
45,317,10,0,0,15.0,15.0,1,1
45,317,15,1,1,15.0,15.0,1,1
45,317,20,1,1,15.0,15.0,1,1
45,317,25,1,1,15.0,15.0,1,1
45,317,30,1,1,15.0,15.0,1,1
45,317,35,1,1,15.0,15.0,1,1
45,317,40,1,1,15.0,15.0,1,1
45,317,45,1,1,15.0,15.0,1,1
45,317,50,1,1,15.0,15.0,1,1
45,317,55,1,1,15.0,15.0,1,1
45,317,60,1,1,15.0,15.0,1,1
45,317,65,1,1,15.0,15.0,1,1
45,317,70,1,1,15.0,15.0,1,1
45,317,75,1,1,15.0,15.0,1,1
45,317,80,1,1,15.0,15.0,1,1
45,317,85,1,1,15.0,15.0,1,1
45,317,90,1,1,15.0,15.0,1,1
45,317,95,1,1,15.0,15.0,1,1
45,317,100,1,1,15.0,15.0,1,1
46,308,0,0,0,5.0,5.0,1,1
46,308,5,1,1,5.0,5.0,1,1
46,308,10,1,1,5.0,5.0,1,1
46,308,15,1,1,5.0,5.0,1,1
46,308,20,1,1,5.0,5.0,1,1
46,308,25,1,1,5.0,5.0,1,1
46,308,30,1,1,5.0,5.0,1,1
46,308,35,1,1,5.0,5.0,1,1
